"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"905","수영장업","10_35_01_P","3560000","CDFH3301012018000001","20180710","","01","영업/정상","13","영업중","","","","","032-560-9593","","","인천광역시 서구 백석동 58번지 수도권매립지공사 21동","인천광역시 서구 거월로 61, 수도권매립지공사 21동 (백석동)","22688","드림파크 스포츠센터","20180710133921","I","2018-08-31 23:59:59.0","","169015.05733000000","452674.47132900000","수영장업","사립","","","","","","","",
"906","수영장업","10_35_01_P","3510500","CDFH3301012005000001","20050713","","01","영업/정상","13","영업중","","","","","032-422-4420","","402840","인천광역시 미추홀구 주안동 300-3번지","인천광역시 미추홀구 경인로 434 (주안동)","","에이스스포츠센터","20200402115520","U","2020-04-04 02:40:00.0","","172345.52977658","439523.859984185","수영장업","사립","","2","","","","","",
"907","수영장업","10_35_01_P","5540000","CDFH3301012017000001","20170629","","01","영업/정상","13","영업중","","","","","797-7761","","","경기도 광주시 태전동 270-2번지","경기도 광주시 고불로78번길 4 (태전동)","12781","네오키즈스윔","20180918103636","U","2018-09-18 23:59:59.0","","220262.560226214","432348.28937895","수영장업","사립","","","","","","","",
"908","수영장업","10_35_01_P","5540000","CDFH3301012018000001","20180411","","01","영업/정상","13","영업중","","","","","","","","경기도 광주시 송정동 52-1번지 경화여자고등학교","경기도 광주시 수하길11번길 43, 경화여자고등학교 (송정동)","12741","(주)한길스포츠컨설팅 아이조아 수영장","20200121170544","U","2020-01-23 02:40:00.0","","223311.954053313","435299.160983828","수영장업","사립","","3","","1327.97","","","",
"909","수영장업","10_35_01_P","5540000","CDFH3301011997000001","19970305","","01","영업/정상","13","영업중","","","","","","","","경기도 광주시 초월읍 지월리 729-5번지","경기도 광주시 초월읍 경수길 25","12728","SRC재활체육관","20190828171023","U","2019-08-30 02:40:00.0","","225359.012427431","435270.513384393","수영장업","사립","","","","7336.56","","","",
"910","수영장업","10_35_01_P","5540000","CDFH3301011998000001","19980625","","01","영업/정상","13","영업중","","","","","762-3702","","","경기도 광주시 남종면 삼성리 382-1","경기도 광주시 남종면 태허정로 389","12709","금원수목원수영장","20210118160752","U","2021-01-20 02:40:00.0","","224602.86203654","441853.407666864","수영장업","사립","","","","","","","",
"911","수영장업","10_35_01_P","4010000","CDFH3301012003000002","20030303","","01","영업/정상","13","영업중","","","","","310-2864","","","경기도 시흥시 정왕동 1800-7 여성비전센터","경기도 시흥시 정왕대로233번길 21, 여성비전센터 (정왕동)","15055","시흥시여성회관","20210115092739","U","2021-01-17 02:40:00.0","","176928.091882098","427334.540864059","수영장업","사립","","2","","6246","","","",
"912","수영장업","10_35_01_P","4010000","CDFH3301012018000001","20180627","","01","영업/정상","13","영업중","","","","","319-2015","","","경기도 시흥시 정왕동 2393-1","경기도 시흥시 배곧5로 66-11, 6층 601호 (정왕동)","15010","파이시스 어린이수영장","20210303143759","U","2021-03-05 02:40:00.0","","176463.471594835","431160.183550654","수영장업","사립","Y","1","","4221","","","",
"913","수영장업","10_35_01_P","4090000","CDFH3301012015000001","20150313","","01","영업/정상","13","영업중","","","","","031-983-9055","","415050","경기도 김포시 운양동 1297-9번지 운양프라자 801호","경기도 김포시 김포한강11로 288-19, 8층 (운양동, 운양프라자)","10073","키즈 팰리스","20150313170615","I","2018-08-31 23:59:59.0","","171917.570431121","461415.703282657","수영장업","사립","","1","","12205.56","","","",
"914","수영장업","10_35_01_P","4090000","CDFH3301012015000002","20150618","","01","영업/정상","13","영업중","","","","","031-996-8882","","415744","경기도 김포시 장기동 564번지 전원마을 월드1단지 지하101-1호","경기도 김포시 전원로 32, 지하1층 101-1호 (장기동, 전원마을 월드1단지)","415744","오션차일드 김포점","20150701175010","I","2018-08-31 23:59:59.0","","171996.826793","460506.310586","수영장업","사립","Y","1","1","7400.46","","","",
"915","수영장업","10_35_01_P","4090000","CDFH3301012016000001","20160530","","01","영업/정상","13","영업중","","","","","031-996-1300","","","경기도 김포시 장기동 1868-6","경기도 김포시 김포한강2로 266, 6층 (장기동, 에릭한유치원)","10082","에릭한 어린이 수영장","20201118181938","U","2020-11-20 02:40:00.0","","170207.558048025","460687.976216821","수영장업","사립","","1","","4776.78","","","",
"916","수영장업","10_35_01_P","4090000","CDFH3301012016000002","20160822","","01","영업/정상","13","영업중","","","","","031-984-8479","","","경기도 김포시 풍무동 592-10번지 C동","경기도 김포시 풍무로 8, C동 1층 (풍무동)","10120","주식회사 올댓스윔(All That Swim corp.)","20200130180135","U","2020-02-01 02:40:00.0","","175367.856759309","454979.446154663","수영장업","사립","","","","917.5","","","",
"917","수영장업","10_35_01_P","4090000","CDFH3301012017000001","20170329","","01","영업/정상","13","영업중","","","","","031-985-5700","","","","경기도 김포시 태장로 800 (장기동)","10089","발리마린키즈","20190318155648","U","2019-03-20 02:40:00.0","","171550","459571","수영장업","사립","","","","","","","",
"918","수영장업","10_35_01_P","3860000","CDFH3301012014000001","20140611","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 중동 1149 부천중동리슈빌엔클래스","경기도 부천시 길주로 246, 부천중동리슈빌엔클래스 지하1층 제비101호 (중동)","14548","주식회사 라이프키즈스윔팀","20201104200305","U","2020-11-06 02:40:00.0","","179559.823136114","444591.458064069","수영장업","사립","Y","1","","","","","",
"919","수영장업","10_35_01_P","3860000","CDFH3301012015000001","20150629","","01","영업/정상","13","영업중","","","","","032-666-7977","","420022","경기도 부천시 중동 1186번지 복사골건영2차상가 B06,B호","경기도 부천시 중동로 168, B06,B08호 (중동, 복사골건영2차상가)","14609","블루마린","20191231132931","U","2020-01-02 02:40:00.0","","179421.462983502","443586.115270014","수영장업","사립","","","","","","","",
"920","수영장업","10_35_01_P","3860000","CDFH3301012016000001","20160713","","01","영업/정상","13","영업중","","","","","032-345-9223","","","경기도 부천시 괴안동 86-4","경기도 부천시 범안로 54, 지층 101호 (괴안동)","14697","아쿠아마린키즈스윔(소사점)","20200925141041","U","2020-09-27 02:40:00.0","","182909.971010282","441668.064293405","수영장업","사립","","","","","","","",
"921","수영장업","10_35_01_P","3860000","CDFH3301012017000001","20170601","","01","영업/정상","13","영업중","","","","","032-245-8875","","","경기도 부천시 소사본동 197-1번지 상가동","경기도 부천시 은성로 82, 상가동 지1층 (소사본동, 한신아파트)","14763","이노스베이프리미엄 어린이 레슨전문 수영장","20180426103517","I","2018-08-31 23:59:59.0","","182200.094592063","441448.661596425","수영장업","사립","Y","1","","4298.62","","","",
"922","수영장업","10_35_01_P","3860000","CDFH3301011997000002","19970109","","01","영업/정상","13","영업중","","","","","032-325-6080","","420847","경기도 부천시 중동 1030-1","경기도 부천시 계남로 106-1 (중동)","14537","반석수영장","20210208143529","U","2021-02-10 02:40:00.0","","178825.641560691","445150.124702636","수영장업","사립","","","","","","","",
"923","수영장업","10_35_01_P","3860000","CDFH3301011998000001","19981010","","01","영업/정상","13","영업중","","","","","663-7776","","","경기도 부천시 원미동 184-40","경기도 부천시 소사로 367 (원미동, 석왕사)","14646","룸비니수영장","20210312111802","U","2021-03-14 02:40:00.0","","181641.31057187","443234.416947257","수영장업","사립","","","","431.88","","","",
"924","수영장업","10_35_01_P","3860000","CDFH3301011999000001","19991231","","01","영업/정상","13","영업중","","","","","032-325-3100","","420852","경기도 부천시 중동 1167-4","경기도 부천시 석천로169번길 42 (중동)","14546","부천YMCA","20210208143450","U","2021-02-10 02:40:00.0","","178761.334268195","444569.87777229","수영장업","사립","","","","611.66","","","",
"925","수영장업","10_35_01_P","3860000","CDFH3301012002000001","20020304","","01","영업/정상","13","영업중","","","","","032-218-7654","","","경기도 부천시 고강동 393번지 고강빌딩","경기도 부천시 고리울로51번길 34, 고강빌딩 (고강동)","14406","고강BK스포츠센터","20190410162650","U","2019-04-12 02:40:00.0","","184219.737635919","447396.42404992","수영장업","사립","Y","1","","2867","","","",
"926","수영장업","10_35_01_P","3860000","CDFH3301012003000001","20030519","","01","영업/정상","13","영업중","","","","","032-677-1177","","","경기도 부천시 고강동 369번지","경기도 부천시 고리울로 9 (고강동)","14408","파라디스포츠","20200326170108","U","2020-03-28 02:40:00.0","","183760.230242642","447328.432243053","수영장업","사립","Y","1","1","2957.57","","","",
"927","수영장업","10_35_01_P","3990000","CDFH3301012011000001","20110915","","01","영업/정상","13","영업중","","","","","031-560-1351","","472865","경기도 남양주시 진접읍 장현리 산 25-39번지","경기도 남양주시 진접읍 금강로 1509-28","","진접체육문화센터","20110915145021","I","2018-08-31 23:59:59.0","","216548.572940342","469408.712954146","수영장업","사립","","2","","3869.78","","","",
"928","수영장업","10_35_01_P","3990000","CDFH3301012013000001","20130709","","01","영업/정상","13","영업중","","","","","031-595-8831","","472737","경기도 남양주시 평내동 107-1 대명아파트 상가동 지하층 1동 1호","경기도 남양주시 경춘로1306번길 9 (평내동)","12218","스윔아이","20200729174530","U","2020-07-31 02:40:00.0","","221098.293398574","460821.239605573","수영장업","사립","","2","","","","","",
"929","수영장업","10_35_01_P","3990000","CDFH3301012013000002","20131226","","01","영업/정상","13","영업중","","","","","031-527-7204","","472501","경기도 남양주시 별내동 998 노블레스 B101호","경기도 남양주시 순화궁로 116, B101호 (별내동, 노블레스)","12113","오즈 어린이 수영장","20201008161555","U","2020-10-10 02:40:00.0","","210624.986559716","460080.234550772","수영장업","사립","","","","","","","",
"930","수영장업","10_35_01_P","3990000","CDFH3301012014000001","20140402","","01","영업/정상","13","영업중","","","","","031-591-3262","","","경기도 남양주시 수동면 지둔리 269-3","경기도 남양주시 수동면 지둔로445번길 117-18","12028","수동수영장","20210222161157","U","2021-02-24 02:40:00.0","","225925.698377843","469533.635297474","수영장업","사립","","1","","","","","",
"931","수영장업","10_35_01_P","3990000","CDFH3301012016000001","20160203","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 와부읍 덕소리 251-4","경기도 남양주시 와부읍 수레로 88-17 (동부프라자)","12207","(주)케이앤디스포츠 남양주점","20210802091249","U","2021-08-04 02:40:00.0","","219410.739816671","454394.052932929","수영장업","사립","","1","","","","","",
"932","수영장업","10_35_01_P","3990000","CDFH3301012017000001","20170727","","01","영업/정상","13","영업중","","","","","031-572-7889","","","경기도 남양주시 오남읍 오남리 475-8번지 신명프라자, 지하2층","경기도 남양주시 오남읍 진건오남로 508 (신명프라자)","12050","아이스윔","20190121093910","U","2019-01-23 02:40:00.0","","218376.145950406","464044.220627379","수영장업","사립","Y","2","","","","","",
"933","수영장업","10_35_01_P","3990000","CDFH3301012003000001","20030218","","01","영업/정상","13","영업중","","","","","590-4511","","472926","경기도 남양주시 이패동 산 87번지","경기도 남양주시 강변북로 842 (이패동)","12244","남양주체육문화센터","20130311100311","I","2018-08-31 23:59:59.0","","215529.574521074","456079.534722707","수영장업","사립","","","","325","","","",
