"나이","체지방률","악력","앞으로굽히기","윗몸일으키기","멀리뛰기","등급","bmi"
29,17.6,46.4,15,57,188,"C",26.2
24,18.8,35.1,7.6,49,240,"C",22
27,25.4,49,16.1,55,218,"C",23.6
21,14.2,38.8,12.8,42,212,"C",20.1
24,9,51.8,19.6,43,224,"C",21.1
28,20.5,39.1,5.6,45,201,"C",23.1
60,22.7,43,16.2,19,159,"C",22.6
41,20.4,55.1,16.3,43,239,"C",26.2
28,19.5,42.9,8.6,48,219,"C",20.9
48,20.1,32.9,9.1,41,226,"C",21.7
31,23.6,50.9,9.6,43,206,"C",32.2
22,16.5,54.2,8.7,54,200,"C",24.6
21,23.1,41.2,11.1,48,215,"C",27.6
23,11.7,54.2,17.1,60,239,"C",23.3
21,14.1,38.5,11.8,48,235,"C",20.7
37,21.2,41.1,7.5,38,220,"C",25.6
21,20.63538,50.9,8.4,50,214,"C",25.5
24,22.7,38.4,17.6,44,212,"C",24.5
21,24.2,38.2,16,54,214,"C",27.2
30,19.4,52.5,11,54,230,"C",24.9
27,16,49.2,10.9,46,183,"C",22.3
38,20.9,52.2,13,54,199,"C",26.8
27,14.8,50.1,10.8,58,236,"C",21.5
44,21.7,49.9,26.6,32,184,"C",22
55,19.9,35.1,18,24,161,"C",20.2
23,21.3,47.4,9.4,50,203,"C",24
64,20.6,39.3,15.1,35,176,"C",22.6
23,13.2,51.4,12.5,56,268,"C",24.5
58,24.2,39.4,8.6,36,183,"C",26.6
58,18,41.5,13.3,27,198,"C",22.2
56,27.1,33.4,7.6,25,100,"C",22.6
28,15.8,37.3,10.8,42,211,"C",22.4
26,19.4,49.4,9.5,42,214,"C",22
22,20.3,37,24.3,60,246,"C",24.7
25,17.3,29.9,7.5,47,227,"C",21.2
27,22.7,45.9,8.8,54,219,"C",25.9
60,19.9,30.5,3.6,29,174,"C",22.5
42,19.4,36.1,11.9,37,194,"C",25.1
25,20.1,49.3,9.7,53,218,"C",24.3
22,12.7,44.5,10.9,64,222,"C",25.9
55,24.9,34.7,9.9,28,166,"C",21.4
44,24.1,51.5,10.2,41,221,"C",24.2
39,10.8,39.4,9,40,189,"C",21.4
60,23.2,36.1,5.1,23,174,"C",24
55,20.2,40.2,5.9,30,191,"C",20.5
51,20.9,56.4,20.2,30,235,"C",24.7
62,23.8,33.7,2.8,38,179,"C",22.1
31,25.1,43.1,6.5,43,218,"C",24.6
33,18.8,49.9,13.8,45,226,"C",21.7
38,20.4,44.3,22.5,33,195,"C",24.9
64,23.2,35.1,10.1,23,153,"C",25
50,27.2,41.3,8,31,179,"C",24.9
26,17.2,39.1,9.1,42,199,"C",23
26,24.3,40.1,14.8,51,238,"C",23.2
29,22.4,41.9,11.6,55,174,"C",24.1
22,20.5,37.1,7.3,44,209,"C",24.6
27,18.8,47.8,18.9,53,260,"C",24.9
23,25.2,32.7,10.5,53,238,"C",24.1
26,19.1,44.9,21.8,43,223,"C",23.6
44,23.1,45.8,11.6,35,204,"C",25.2
22,19.5,43,8.9,44,190,"C",26.5
24,19.8,38.4,8.4,63,227,"C",24.3
49,19.6,45,11.8,46,224,"C",25.3
64,24.2,34.7,17.1,19,196,"C",24.9
40,18.7,37.2,13.8,53,212,"C",24.2
61,22,43,14.6,20,180,"C",22.6
23,17,50.7,13.4,57,224,"C",24.9
63,21.6,20.4,14.2,22,125,"C",17.4
21,8.4,52.3,8.9,45,190,"C",21.7
31,22.7,41.2,20.9,44,213,"C",24.5
34,16.5,53.2,18.6,49,232,"C",25.9
39,17.5,43.4,12.6,35,222,"C",20.9
22,11.7,44.3,13.3,42,243,"C",23.5
28,17.7,45.5,15.5,41,247,"C",21.5
33,17.6,45.2,20.1,43,230,"C",21.4
25,22.5,34.6,6,56,212,"C",23.5
28,23.4,42.1,10,49,196,"C",24.4
35,22.4,46.8,7.4,54,192,"C",23.3
55,17.5,36.7,27.8,23,203,"C",22
63,17.5,39.6,5.4,23,172,"C",21.7
47,22.2,46.6,16.8,31,214,"C",26
59,20.7,39.7,13.8,40,192,"C",24.1
45,18.8,34.6,10.4,35,225,"C",22.8
24,23.1,37.1,6.7,50,181,"C",25.4
28,20.9,40.4,11.4,44,212,"C",19.8
27,14.5,57.4,22,44,197,"C",24.1
26,15.6,32.3,7.5,51,211,"C",21
50,20.5,43.1,13.5,27,199,"C",21.4
24,22.1,35.8,9.3,43,198,"C",24.4
39,21.2,51.7,17.3,41,203,"C",25.8
50,10.7,40.7,14.8,27,196,"C",19.1
62,19.8,39.4,5.2,22,188,"C",23.4
41,24.9,52,8.3,43,230,"C",26.1
62,18,44.3,4.2,35,188,"C",23.9
61,18.6,40.6,2.9,22,155,"C",23.6
25,14.8,37.4,21,48,232,"C",25.2
24,20.8,47.3,9,43,232,"C",26.7
24,14,53,7,45,200,"C",24.4
37,29.1,38.4,23.5,34,209,"C",24.9
36,19.4,34.3,21.6,53,220,"C",23.4
36,13.5,52.3,20.3,48,242,"C",26.8
52,24.2,39.3,21.2,40,195,"C",28.1
24,16.1,48.7,21,51,232,"C",26.6
21,23.8,46.9,13.7,57,277,"C",28.2
42,22.8,46.3,11.8,36,232,"C",27.2
22,22.6,48.5,17,48,205,"C",25.5
57,23.5,40.9,4.1,36,175,"C",24.8
64,25.7,28.6,16.6,24,159,"C",19.1
23,11,40.9,12.8,51,151,"C",18.3
25,10.4,34.6,19.3,43,232,"C",21.8
34,19.2,37.7,5.3,36,221,"C",22.5
27,19.3,46.2,13.4,44,231,"C",24
62,20.1,35.9,9,20,153,"C",23.8
21,23.3,46.5,6.6,50,257,"C",23.4
24,21.1,50.2,21.6,42,239,"C",26.5
61,16.1,45.4,4.9,30,183,"C",26
24,25.1,47.4,13.7,52,211,"C",24.5
63,23.7,32.2,11.4,31,165,"C",24.3
39,24.8,43.6,6,38,216,"C",26.3
22,10.6,31.6,10.4,56,218,"C",21.6
25,12.9,43.3,19.7,56,199,"C",21.1
25,18.4,46,14.2,47,217,"C",27
29,16.8,40.8,8.5,42,218,"C",24
22,12.2,39.6,7.3,44,216,"C",20.5
31,20.8,43.6,14.4,46,216,"C",25
25,11.8,46.5,9,56,236,"C",22.2
21,21.5,42.8,13.2,58,230,"C",22.9
28,15.7,36.7,8.3,58,227,"C",23.3
40,22.1,43.4,7,35,182,"C",25.3
53,15.7,43.1,5.7,47,196,"C",27
56,24,29.7,21.2,23,159,"C",25.9
33,22.1,41.6,12.2,58,238,"C",27.1
63,22.8,33.3,24.2,30,191,"C",24.9
35,22,44,15.2,46,237,"C",23.6
46,11.7,44.4,20.3,35,173,"C",21.8
28,24.1,45.1,12.7,38,239,"C",26.3
31,23.3,37.5,15.3,41,205,"C",25.9
26,17.4,41.6,11.7,57,211,"C",21.5
42,20.2,50.3,15.3,53,215,"C",26.2
38,20.8,45.4,19.7,58,221,"C",27.6
27,19,47.4,13.6,43,214,"C",23.2
29,20,36.9,11.5,45,190,"C",26.2
21,21.4,47.6,9.7,49,212,"C",24.3
61,19.2,40.3,4.6,34,159,"C",22.3
48,21.1,34.6,25.5,53,193,"C",25.2
22,23.5,37.2,17,57,241,"C",24.8
26,17.8,43.9,16.1,40,186,"C",20.4
59,22.7,34.5,8.7,31,202,"C",26.3
61,14.7,30.5,4.3,25,154,"C",21.9
28,22.2,40.8,8,39,196,"C",25.5
26,18.2,39.8,13.5,56,194,"C",25.8
40,25.9,47.6,7.2,38,220,"C",24.7
41,23.5,42,10.3,33,205,"C",24.5
24,19.6,44.5,21,43,235,"C",25.6
28,15.1,51.5,15.1,55,206,"C",24.4
42,23.4,46.9,16.4,44,213,"C",26.3
34,13,52.6,15.3,36,235,"C",21.4
28,15.3,45,10,50,210,"C",23.3
30,17.1,49.2,13.2,43,200,"C",23.8
29,22.8,43.6,18,45,211,"C",29.5
32,23.2,45.3,14.5,48,220,"C",25.9
61,25.5,40.1,18.1,26,179,"C",23.2
60,21.7,32,16.2,19,148,"C",23.1
32,18.3,41.6,7,54,188,"C",20.7
64,21,43,6.5,30,154,"C",23.2
26,15.2,52,9,53,231,"C",25.7
39,18.8,47.2,16.1,35,233,"C",23.5
23,16.8,55.8,9.4,49,234,"C",24.1
21,23.3,37.3,10.2,50,230,"C",23.1
22,22.5,41.7,6.2,49,262,"C",22.9
60,24.9,39.8,4.8,24,184,"C",27.3
27,19.8,39.6,6.6,51,255,"C",25.6
30,19.1,44.2,22.1,45,210,"C",22.4
33,17.6,35.2,14.3,60,233,"C",22
44,12,41.5,11.8,50,246,"C",23.3
24,21.6,36.3,26,44,232,"C",24.5
33,20.9,57.4,17.2,55,182,"C",27
63,23.3,40.3,16.8,19,205,"C",22.4
32,21.6,46.9,22.1,44,200,"C",25
28,16.9,46.6,21.8,45,229,"C",23.8
32,18.2,59.2,10.7,44,243,"C",25.5
38,23.9,38.5,12.5,35,171,"C",23.5
24,17.4,40.2,21.6,51,217,"C",20.4
22,14.7,47,11.3,55,230,"C",19.5
62,19,36.2,2.6,35,167,"C",23
32,19.9,49,7.8,56,210,"C",22
21,20.2,39.9,21.6,49,202,"C",26.4
32,13.9,40.6,7.6,52,240,"C",21
61,23.4,41.6,8.4,40,174,"C",24.2
24,10,52.2,7.4,62,223,"C",22.8
46,18.8,43.8,14.1,42,192,"C",22.1
42,22.8,42.1,20.8,35,202,"C",24.6
59,8.3,40.9,8.2,34,200,"C",21.6
44,17.5,46,13.2,34,217,"C",22
24,22.7,49.6,24.2,49,192,"C",23.7
50,24.5,40.4,13.5,40,206,"C",25.1
28,20.7,55.8,7.1,42,266,"C",26.2
23,9.9,41.4,11,53,247,"C",23.4
25,9.2,50.5,26.5,41,228,"C",22.4
54,15,42.9,22.5,44,174,"C",22
39,28.5,36.2,10.6,36,201,"C",24.3
39,22.7,52.4,9.4,59,228,"C",27.4
26,21.9,43.5,7.9,48,198,"C",24
58,19.8,50.5,27.3,54,230,"C",26.8
23,15,40.2,8.9,53,188,"C",21.2
22,18.1,48.6,24.8,54,241,"C",20.9
23,25.7,43,11.8,47,133,"C",24.9
27,7.6,53.8,5.3,56,231,"C",24.4
30,15.2,52.8,8.5,68,246,"C",25.9
61,20.6,43.5,11.7,23,193,"C",22.8
25,15.1,50.7,10,54,251,"C",25.4
52,21.1,43.3,14.4,31,183,"C",23
30,21.2,39.8,5.1,50,218,"C",24.7
27,10.1,51.1,13.4,42,246,"C",25.6
28,17.1,43.8,14.5,51,234,"C",22.2
39,18.2,40.4,7.4,44,224,"C",22.4
21,15.4,41.1,6.5,45,223,"C",21.3
22,14.1,53.7,9.2,54,257,"C",23.7
25,17.3,40.5,15.5,46,220,"C",24.8
38,21.9,52.1,21.7,34,218,"C",22.8
21,16.1,40.3,29.2,57,278,"C",20.6
26,21.1,53.6,11.1,47,254,"C",29.4
45,28.7,32.9,7.5,50,196,"C",22.8
45,22.7,42.5,5.5,43,214,"C",25.8
27,20.9,31.4,19,44,205,"C",25.7
27,21.7,38.6,8.7,53,210,"C",24.5
29,18.8,52.2,13.3,43,213,"C",25
50,29,32.9,6.3,31,185,"C",24.6
44,22.1,41.2,7.4,45,211,"C",23.1
23,18,43,18.1,47,233,"C",25.8
50,13.2,48.4,15.5,50,176,"C",22.6
47,26.7,42.1,6.5,32,207,"C",24
37,24.9,42.6,13,34,215,"C",22.5
41,11.9,32.4,10,42,198,"C",23.2
58,22.7,31.4,11.8,25,144,"C",25.8
23,13.5,50,11,49,234,"C",24
40,19.8,37.5,22.3,37,213,"C",23
45,17.1,49.4,9,37,230,"C",25.9
32,19.4,36.2,14.3,50,224,"C",26.9
21,23.3,43,7.7,61,200,"C",23.3
25,19.3,42.4,8.2,52,193,"C",24.5
27,16.5,46.9,11,50,245,"C",24.6
26,21.1,49.1,9.8,50,224,"C",25.9
24,12,53.3,11.3,52,178,"C",22.8
25,18.1,41.6,8.8,57,220,"C",24.5
23,23.1,35.2,16.2,50,219,"C",23.5
30,17.7,33.4,14.4,40,205,"C",20.4
30,18.9,47.1,7.6,61,201,"C",25.6
23,20.5,47.7,13.9,42,222,"C",25.3
36,20.7,41.6,24.5,46,202,"C",23.2
33,22.6,58.7,7.8,48,210,"C",30.5
47,17.2,53.3,10.2,35,211,"C",22.7
23,20.3,44.5,10.4,62,211,"C",26.7
27,19.6,39.6,15.4,44,201,"C",21.7
63,25.1,32.9,5.8,20,167,"C",23.6
32,21,39.7,12.9,44,225,"C",28.7
54,17.4,35.5,7.6,30,178,"C",23.2
36,19.3,50.5,13.9,37,219,"C",25
21,22.4,46.3,10.7,42,184,"C",23.9
28,16.7,34.9,7.4,49,190,"C",20.3
26,20.7,41.2,7.9,41,195,"C",23.1
63,23.4,39.3,13,29,146,"C",24.9
26,15.6,34,16.9,53,237,"C",22.2
23,22.1,36.2,15.7,56,220,"C",25.5
27,22.9,55.4,19.5,42,241,"C",26.5
30,23.1,61.8,24,54,234,"C",25.8
30,17.9,49.9,10.1,51,234,"C",26
32,23.3,33.8,8.3,39,178,"C",23.5
63,20.9,32.3,18,27,151,"C",20.9
23,22.8,35.6,27.9,52,236,"C",22.5
27,11.8,46.3,14.8,43,272,"C",20.2
22,20.2,39.3,8.2,51,223,"C",25.6
22,13.7,36.7,12.1,60,230,"C",23.1
24,20.4,46.7,15.6,43,256,"C",20.6
62,25.3,33.3,12.4,33,170,"C",22.8
23,9.7,43.9,10.8,64,233,"C",23.5
24,11.7,40.2,8.4,42,229,"C",21.6
32,32,34.3,19,40,165,"C",23
59,24.5,37.3,13.7,27,165,"C",24.6
24,15.9,39.2,6.3,49,207,"C",23.8
26,11.5,57.1,17.3,62,238,"C",26.4
23,22.7,45,17.5,43,182,"C",26.3
59,21.9,45.4,15.8,33,200,"C",23.5
59,18.6,32.9,16.1,25,184,"C",21.1
24,18.8,32.6,20.8,49,210,"C",22.7
24,22.2,51.3,7.7,55,209,"C",23.9
34,22.5,35.7,8.4,53,231,"C",24.6
22,15.7,47,8.9,53,199,"C",22.6
24,20.4,44.1,12.7,58,195,"C",24.5
46,20.8,45.3,17.6,35,181,"C",24.5
34,17.7,52,13.8,38,213,"C",27.1
42,23.9,43.1,28.3,44,223,"C",26.4
35,15.4,45.6,16.8,50,246,"C",22.7
34,19.8,43.1,6.2,56,221,"C",24.1
61,23.7,36.8,14.8,37,175,"C",25.1
28,20.8,45.6,15.3,49,227,"C",27
24,24,40,12.8,62,242,"C",27.7
43,24.3,43,21.5,32,193,"C",24.1
24,18.1,44.9,28.5,51,245,"C",26.6
22,16.1,51.5,16,50,237,"C",24.6
28,13.7,52.3,17.7,40,237,"C",26.9
31,22.9,48.8,22,48,210,"C",29.3
41,13.6,46.4,17.5,58,231,"C",27.1
57,26.4,35.7,9.5,31,173,"C",23
33,18.5,42.9,18.3,39,209,"C",20.5
27,16.2,40.1,8.9,48,223,"C",21.7
41,24.3,50.3,6.5,39,255,"C",26.7
22,17.9,40.6,19.2,61,204,"C",22.8
24,21.3,47.4,22.5,49,211,"C",25.3
51,26.3,38,13.1,29,176,"C",24.7
29,19,49.8,8.9,39,230,"C",23
42,18.6,40.3,6.8,32,205,"C",22.9
24,20.9,49.2,12.2,52,236,"C",25.1
32,20.3,44.4,13.4,41,223,"C",25.7
24,14.8,47.4,10,44,225,"C",22.8
37,15.4,60,18.2,51,240,"C",23.5
23,24.7,47.1,16.2,43,193,"C",26.8
29,21.9,36,15.1,44,220,"C",22.8
27,23.1,44.7,21,46,258,"C",24.6
43,22.7,39.3,15.3,44,206,"C",27
24,13.9,41,10.5,45,215,"C",20.3
21,16.6,40.7,10.4,44,235,"C",20.7
30,15.2,34.6,8.3,57,232,"C",19.9
32,24,48.9,20.2,68,239,"C",26.5
23,13,39.7,15.5,57,205,"C",21.3
34,22.3,37,21,35,230,"C",22.8
25,17.9,36.8,19.4,44,228,"C",25
62,21.3,37.3,14.2,20,163,"C",25.6
26,12.6,33.7,14.9,50,214,"C",21.5
60,26.5,38.4,10.9,21,161,"C",22.4
63,23.7,42.8,13.2,25,190,"C",26.1
50,23.4,54.9,19.3,51,0,"C",27.8
44,20.6,51.8,6.1,39,220,"C",25.5
43,24,42.7,8.3,38,209,"C",26.6
27,10.8,38.5,7.3,38,228,"C",18.6
64,17.2,38.3,11.8,27,158,"C",21.4
36,16.7,40.6,20.8,58,245,"C",24.8
64,20.3,38.8,16.4,19,200,"C",21.3
64,21.8,34.1,15.2,39,153,"C",24.6
30,21.4,38,8.7,42,217,"C",24.3
47,24.8,43.6,7.5,41,189,"C",27.4
50,22.9,44.9,6.7,30,166,"C",24.8
58,19.3,35.6,10.1,40,191,"C",23
27,14.1,47.8,6,62,186,"C",23.1
30,22.5,40,16.1,54,220,"C",24.9
26,13,47.3,16,52,203,"C",20.3
48,23.8,45.2,9.3,33,182,"C",27
63,23,41.8,5.2,30,193,"C",24
49,17.2,49.7,15.7,51,233,"C",27.2
27,22.9,43.9,7.9,55,207,"C",22.2
44,23.7,52.7,9,44,214,"C",30.4
55,20.5,49.3,8.2,26,163,"C",25.5
22,14.2,39.5,11.7,53,250,"C",19
31,22.8,32.7,5.9,40,191,"C",23.3
21,19.3,51.3,6.5,44,237,"C",25.4
28,12.7,50.1,19.4,44,230,"C",23.6
49,12.8,38.6,13.9,44,181,"C",21.8
22,20.1,52.6,15.6,48,238,"C",28.4
23,22.2,53.5,17.1,60,213,"C",27
24,22.1,44.5,10.6,60,216,"C",23.4
33,21.9,41.4,15,50,218,"C",23.6
34,5.8,37.6,10.5,35,232,"C",18.3
25,16.9,43.7,8,49,211,"C",24.3
28,11.6,52,8.7,46,229,"C",26.2
21,14.4,41.1,8.1,48,181,"C",23.1
46,21.1,45.2,4.7,46,211,"C",22.8
26,12.4,36.9,7.4,38,215,"C",21.1
22,23.1,39.3,11.6,55,227,"C",26.1
40,24.2,39.2,8.7,36,190,"C",26.1
55,19.2,30.8,20.5,23,180,"C",19
25,12.9,46.8,19.1,49,200,"C",24
36,16.5,44.5,10.1,49,219,"C",22.8
61,23.7,39.7,7.4,27,168,"C",26.2
45,23.2,50.7,7.4,48,221,"C",26.1
47,15,40,16.8,35,185,"C",21.5
24,17.1,43.7,21.3,44,208,"C",22.1
22,11.2,49.6,11.3,60,269,"C",23.1
24,15.9,46.4,14.3,48,220,"C",23.5
29,21.4,48.1,6.2,51,232,"C",28.7
30,13.9,39.9,5.3,39,225,"C",17.4
22,24.8,43.4,12.9,45,227,"C",27.3
25,15.2,45.6,9.2,61,205,"C",25.9
24,13.9,36.6,17.1,48,242,"C",22
58,21,45.3,10.1,32,197,"C",26.7
48,8.1,39.3,14.1,33,204,"C",21.2
22,17.6,41.4,12.9,44,201,"C",19.5
58,19.5,31.8,12.4,52,193,"C",23.6
27,17.1,47.4,17.1,56,216,"C",23.7
21,11.4,26,6.8,52,173,"C",19.5
26,13.1,45.4,6.4,52,220,"C",21.9
47,22.1,38,21.1,38,218,"C",24.4
58,27.2,38.6,13,36,191,"C",24.4
64,22,41.6,3,39,215,"C",23.8
27,11.7,36.2,16.1,50,168,"C",23.9
39,23.4,45.3,16.9,34,201,"C",23.8
28,15.1,51.3,9.9,51,245,"C",24.4
28,11.2,41.9,7.3,44,225,"C",20.6
36,17,39.4,10.4,46,182,"C",23.2
40,22.8,48.9,19.8,36,215,"C",24.9
24,12.3,31.3,15.6,45,238,"C",19.9
60,21.5,36.5,11.2,33,151,"C",19.5
35,17.3,38.9,18.2,54,227,"C",22.3
41,15.7,38.8,6.8,38,185,"C",22.7
42,27.1,40.9,8.3,47,217,"C",24
22,18.5,46.5,13.2,57,243,"C",26.3
41,22.1,45.7,23.4,35,255,"C",26.6
34,23,38.9,4.9,53,214,"C",23.8
29,20.2,39.9,19.6,44,211,"C",24.9
30,21.9,48.6,19.1,52,238,"C",24.7
27,16.7,36.2,12.2,44,240,"C",22.8
27,18.2,49.9,15,63,229,"C",25.1
51,15.5,45.4,26.1,35,197,"C",23.2
39,21.8,36.7,18.6,68,196,"C",26.5
21,16.4,38.9,19.3,49,222,"C",22.3
55,21.9,40.1,11.9,31,180,"C",21.7
51,23.8,45.9,24,43,210,"C",27.4
26,22.1,46.2,12.8,41,238,"C",22.6
22,13.5,56.6,9.2,54,230,"C",26.5
54,21.9,44.6,12.8,34,189,"C",25.4
21,16.8,40.2,20.1,48,173,"C",20.3
25,14.1,44.5,10,53,244,"C",20.2
49,16.1,43.3,14.2,34,232,"C",22.9
22,19,27.4,11.9,57,240,"C",23
45,24.6,41.5,16.3,30,215,"C",22.9
31,14.8,40.7,28.8,57,240,"C",25.2
23,22.5,43.3,19.1,43,212,"C",25.8
21,13.3,46,11.8,45,246,"C",24.7
40,14.9,35.8,14.6,43,211,"C",22.9
26,20.2,48.5,7.6,42,191,"C",28.2
61,19.2,45.4,13.1,40,178,"C",26.2
25,23.3,40.6,10.5,48,237,"C",28
47,24.6,37.1,6.71,34,203,"C",25
26,25.7,36.1,17.5,41,223,"C",21.9
32,20.3,38.7,8.3,49,196,"C",24.2
31,19.7,37.9,7,46,211,"C",22.7
34,22.6,56.1,11.4,38,229,"C",25.2
38,17,39.3,14.5,52,235,"C",27.5
28,17.3,45.7,12.4,45,192,"C",22.7
26,18.1,45.3,16,56,208,"C",29
45,18.8,43.1,10.8,35,179,"C",23.6
23,18.8,34.5,11.2,53,225,"C",24.2
57,17.3,40.2,10.1,42,181,"C",22.2
23,18.1,37,10.2,53,212,"C",23.5
24,20.9,43.7,16.6,56,219,"C",27.9
24,20.7,38.4,16.4,52,242,"C",23.6
37,24.5,42.9,17.9,48,221,"C",26.4
51,10.1,47.2,12.2,45,207,"C",23.2
23,18.8,41.8,7.1,49,219,"C",22.6
60,25,29.9,5.2,21,170,"C",21.8
63,25.1,41.1,3.9,37,137,"C",24.9
21,10,37.2,9.2,57,234,"C",21
29,19.2,49.2,9.8,43,232,"C",25.9
22,19.6,40.4,24.8,54,236,"C",24.6
21,17.1,51.6,9.7,53,237,"C",26
43,22.1,37.9,13.5,43,212,"C",25.5
24,21.7,43.9,8.5,64,186,"C",26.7
27,21.6,47.5,28.8,54,182,"C",26.9
28,18.3,39.9,5.9,44,213,"C",24.9
64,20.8,34.6,18.7,24,152,"C",26.1
53,18.4,34.2,10.5,28,181,"C",23.2
44,19.4,39.9,14.3,36,217,"C",24.9
23,12.77857,48.9,10.5,49,242,"C",22.1
22,12.1,52.8,21.4,45,214,"C",25.3
62,27.4,35.7,5.5,35,175,"C",24.5
23,16.4,37.4,8.2,42,201,"C",24
28,24,49.8,9.8,45,214,"C",26.7
24,13.3,43.9,10.7,62,230,"C",24.2
35,17.4,33.9,6.6,45,204,"C",20.6
64,23.4,33.2,12.9,19,173,"C",22.6
47,16.2,35.3,6.5,40,175,"C",19.2
34,18.4,42.9,6.2,47,222,"C",22.1
28,22.9,40,8.3,53,193,"C",26.1
34,21.9,41.7,20.8,38,196,"C",24.3
54,21.5,38.2,8.6,39,182,"C",23.8
51,22.6,39.7,11,26,198,"C",24.6
27,17.7,44.7,8.6,54,227,"C",23.4
61,20.5,33,6.5,25,166,"C",23.9
63,25.1,31.3,10,22,130,"C",20.7
35,25.2,46.4,5,38,215,"C",24.6
60,22.6,41.3,4.9,19,142,"C",24.5
57,26.4,31.7,9.8,27,182,"C",23.3
31,18.9,34.5,24.3,60,223,"C",24.4
21,21.4,39.4,12,43,200,"C",24.5
21,14.9,35.3,16.6,61,239,"C",19.8
45,23.9,38.3,9.2,33,206,"C",24.4
36,20.6,40.2,9.4,37,218,"C",21.5
37,21.2,51.9,5,36,240,"C",25.2
22,19.4,36.8,7.3,42,199,"C",24.3
21,19.4,32.6,6.6,42,199,"C",19.9
60,19.5,43.3,6.4,27,211,"C",23.1
22,23.8,43.9,14.5,55,250,"C",26.1
38,16.4,42.4,8.2,34,227,"C",23.8
24,24.8,40.1,16.6,46,255,"C",25
57,18.6,47,7,50,210,"C",25
24,22.8,28,14.5,42,182,"C",21.5
24,15.6,44.6,23.1,44,208,"C",20
61,23.1,35,10.8,23,156,"C",22.6
22,21.4,33.3,14.2,46,186,"C",25.9
23,16.4,28.4,7.8,49,225,"C",20.9
46,20,46.4,13.5,41,182,"C",26.3
27,15.1,46,10,65,230,"C",25.2
54,23.4,43.9,14.9,52,198,"C",24
23,20.3,46.1,9.8,66,173,"C",24.9
41,13.3,46.2,10.1,32,219,"C",22.1
43,22.6,45.4,15.7,36,195,"C",26.1
30,20.4,53,19,51,226,"C",28.2
30,17.3,49,15.3,39,233,"C",26
25,22.6,32.1,18.6,44,218,"C",24.4
27,14.5,51.5,7.5,49,211,"C",22.3
29,21.4,51.1,6.8,56,180,"C",25.5
27,12.1,46.4,12.2,42,232,"C",22.6
26,15,43.2,7.4,54,242,"C",22.4
37,24.3,46.6,9.1,45,202,"C",26.2
28,20.5,46.5,11.1,54,212,"C",24.4
27,16.2,53.2,8,49,223,"C",24.4
28,22.5,37.3,13.4,48,209,"C",24.1
22,16.5,45,9.8,56,215,"C",25.3
23,9,33.1,14.9,55,256,"C",21.2
28,19.2,40.7,20.4,54,238,"C",23.1
28,26.1,40.8,7.4,51,230,"C",22.2
56,29.5,43.3,15.7,36,203,"C",24.8
57,20.4,43.8,7.8,25,184,"C",22.8
62,21.3,33.8,3.7,34,159,"C",25.3
23,21.6,40.8,7.3,61,189,"C",27.9
22,12.6,34.1,22.7,49,242,"C",20.8
23,19.1,46.5,8.9,55,227,"C",23.9
29,15.6,56.8,8.1,46,222,"C",22.8
23,25.5,35.9,7,50,186,"C",23.6
23,17.1,37.3,10.5,51,198,"C",21
59,21,37.1,6.7,27,177,"C",24.4
23,23.1,42.6,14,47,177,"C",25.5
26,13.4,44.5,9,47,217,"C",23.2
34,12.8,51.4,11.2,45,197,"C",25.2
22,16.3,43.1,12.7,48,159,"C",21.4
29,22.9,46.4,9.1,46,208,"C",27
23,19.2,39.2,13.7,58,194,"C",28.2
24,21.1,46.7,15.2,49,227,"C",24.3
22,25,34.2,17.8,54,197,"C",24.5
21,12.8,36.4,9.9,44,212,"C",19.3
26,13.3,34.7,18,52,259,"C",23.4
26,20.3,50.9,20,60,198,"C",24.7
26,21.9,47.5,14.1,44,238,"C",24.5
29,22.8,52.9,22.7,56,246,"C",24.6
27,17.9,34.1,14.5,53,233,"C",23
24,15.8,51.3,9,60,260,"C",22.7
26,19.1,33.4,8.2,59,202,"C",24.9
34,23.8,41.8,19.7,55,214,"C",29.3
56,22.8,34.9,7.8,45,161,"C",23.7
34,17.7,57.4,19.6,68,233,"C",26.3
25,15.3,52.9,8.6,46,235,"C",23.3
22,23.4,36.8,10.6,57,237,"C",25.3
27,16.8,45.7,9.9,55,170,"C",22.8
44,20.6,43,13.6,32,185,"C",22.4
23,18.4,46.1,7.5,48,225,"C",23.8
35,21.6,47.6,17.8,57,226,"C",27
24,16.5,36,9.8,43,210,"C",20.6
48,23.9,44.4,15.4,47,201,"C",28.5
62,20.8,44.3,3.6,28,192,"C",22.9
47,17.4,44.6,14.9,42,178,"C",24.3
22,17.3,40.9,11,51,213,"C",25.6
25,21.5,38.3,19.3,44,215,"C",22.3
24,14.9,51.1,14,53,214,"C",23.8
26,18.6,44.5,25.3,45,233,"C",24.8
25,20.4,44.8,14.6,54,228,"C",26.1
29,22.5,35.6,14.8,48,188,"C",20.9
26,24.5,40,12.6,47,204,"C",25.4
44,23.8,39.8,16.5,36,195,"C",25
24,15,45.6,6.6,52,215,"C",23.3
49,19.3,40.5,10.1,42,218,"C",24
44,24.2,37.5,9.6,60,206,"C",26.5
29,16.6,48,21.2,45,219,"C",22.5
37,21.8,41,7.2,45,201,"C",25.2
22,13.2,44,9.7,44,239,"C",21.1
27,22.1,41.6,17.5,61,202,"C",26.3
33,7.1,30.8,7.5,43,227,"C",19.2
31,23.1,50.8,12.1,50,203,"C",25.5
27,16.2,45.9,9.1,48,233,"C",23.7
